month,sales_total,sales_total_lag_1,sales_total_lag_2,sales_total_lag_3,sales_total_lag_6,sales_total_lag_12,sales_total_lag_24,sales_total_roll3,sales_total_roll12,sales_total_roll3_std,sales_COM_lag_1,sales_COM_lag_2,sales_COM_lag_3,sales_COM_lag_6,sales_COM_lag_12,sales_COM_lag_24,sales_COM_roll3,sales_COM_roll12,sales_COM_roll3_std,sales_IND_lag_1,sales_IND_lag_2,sales_IND_lag_3,sales_IND_lag_6,sales_IND_lag_12,sales_IND_lag_24,sales_IND_roll3,sales_IND_roll12,sales_IND_roll3_std,sales_RES_lag_1,sales_RES_lag_2,sales_RES_lag_3,sales_RES_lag_6,sales_RES_lag_12,sales_RES_lag_24,sales_RES_roll3,sales_RES_roll12,sales_RES_roll3_std,month_num,year,quarter,temp_avg_f,heating_degree_days,cooling_degree_days
2005-08,362543.68518,355514.13892,319380.92267,273500.25066,279513.81952,330926.52841,341819.27853,316131.77074999997,298282.4071675,41103.372222122525,125354.285383192,112613.713333442,96436.18838271602,98556.572762752,116535.77697958153,120217.840259001,111468.06236645002,105118.44769634987,14493.049045520469,95917.714680616,86168.972936366,73790.367628068,75412.82850649601,89945.830421838,93590.118461514,85292.35174835,80725.16710228317,11089.68982552868,134242.138856192,120598.236400192,103273.694649216,105544.418250752,124444.92100858052,128011.319809485,119371.35663519999,112438.79236886697,15520.633351073551,8,2005,3,73.18,0.0,8.180000000000007
2005-09,330923.38387,362543.68518,355514.13892,319380.92267,286791.11859,308565.83256,306589.90447,345812.91559,300917.17023166665,23159.043966613754,127832.903394468,125354.285383192,112613.713333442,101122.54841483402,108661.457936004,107827.669402099,121933.634037034,106059.87489759043,8165.878902628045,97814.286261564,95917.714680616,86168.972936366,77376.243795582,83868.193289808,83944.315843886,93300.32462618202,81380.87175559366,6248.310062192396,136896.49552396798,134242.138856192,120598.236400192,108292.326379584,116036.181334188,114817.919224015,130578.956926784,113476.42357848259,8744.855001793569,9,2005,3,67.35,0.0,2.3499999999999943
2005-10,297626.30857,330923.38387,362543.68518,355514.13892,264167.93607,281736.72461,277380.21575,349660.40265666664,302780.29950749996,16603.027883921517,116683.585152562,127832.903394468,125354.285383192,93145.614258282,99213.5875714115,97554.621879275,123290.25797674067,106728.38549897024,5854.227631870771,89283.128968126,97814.286261564,95917.714680616,71272.509151686,76576.04174899799,75946.70307234999,94338.37663676868,81832.1163954535,4479.4969230820325,124956.669749312,136896.49552396798,134242.138856192,99749.812660032,105947.09528959048,103878.890798375,132031.76804315732,114219.79761307624,6269.303328969086,10,2005,4,55.36,9.64,0.0
2005-11,274585.46698,297626.30857,330923.38387,362543.68518,273500.25066,270162.92777,262976.70136,330364.4592066666,304104.4315041666,32462.29727030397,104943.036401782,116683.585152562,127832.903394468,96436.18838271602,95137.8750142055,92488.905868312,116486.50831627066,107205.83956816781,11446.206017509272,80299.578052186,89283.128968126,97814.286261564,73790.367628068,73430.283767886,72003.020832368,89132.33109395865,82142.41108738583,8758.327803528031,112383.694116032,124956.669749312,136896.49552396798,103273.694649216,101594.76898790852,98484.77465932,124745.61979643733,114756.18084861303,12257.76344926692,11,2005,4,45.0,20.0,0.0
2005-12,307342.67335,274585.46698,297626.30857,330923.38387,319380.92267,300049.8776,293836.14216,301045.05314000003,304472.97643833334,28324.12541813589,96818.835657148,104943.036401782,116683.585152562,112613.713333442,105662.56439684,103342.171197672,106148.485737164,107345.91962174633,9987.086622434943,74083.158991204,80299.578052186,89283.128968126,86168.972936366,81553.55673168,80452.33572340799,81221.95533717201,82196.81735599566,7641.849037813108,103683.472331648,112383.694116032,124956.669749312,120598.236400192,112833.75647148,110041.63523892,113674.61206566398,114930.23946059133,10695.189757888258,12,2005,4,32.7,32.3,0.0
2006-01,304865.97033,307342.67335,274585.46698,297626.30857,355514.13892,309078.80863,307856.46486,293184.8163,305080.7094175,16824.202283615694,108369.02662321,96818.835657148,104943.036401782,125354.285383192,108981.187922938,108411.654100449,103376.96622737999,107571.4581406105,5932.213725203341,82921.05326983,74083.158991204,80299.578052186,95917.714680616,83389.46256837399,83675.387148948,79101.26343774,82310.7754008415,4539.169776119614,116052.59345696,103683.472331648,112383.694116032,134242.138856192,116708.158138688,115769.423610603,110706.58663487999,115198.47587604799,6352.818782293526,1,2006,1,38.93,26.07,0.0
2006-02,281046.41585,304865.97033,307342.67335,274585.46698,362543.68518,279513.81952,286433.35172,295598.03688666667,304729.6395591667,18239.506161741603,108245.7114253698,108369.02662321,96818.835657148,127832.903394468,98556.572762752,100867.504808198,104477.85790190926,107510.16843247983,6633.194401554763,81057.7641913404,82921.05326983,74083.158991204,97814.286261564,75412.82850649601,77852.58499749599,79353.99215079147,82116.46720275538,4658.77915281019,115562.4947132898,116052.59345696,103683.472331648,136896.49552396798,105544.418250752,107713.261914306,111766.18683396593,115103.0039239315,7004.124105776667,2,2006,1,34.83,30.17,0.0
2006-03,289970.2595,281046.41585,304865.97033,307342.67335,330923.38387,286791.11859,278181.55766,297751.68650999997,304857.35592,14520.091781052495,99788.340411701,108245.7114253698,108369.02662321,116683.585152562,101122.54841483402,97961.635529969,105467.6928200936,107612.81573655891,4918.84991573664,74724.621046198,81057.7641913404,82921.05326983,89283.128968126,77376.243795582,75609.74737198799,79567.81283578946,82059.11658106386,4296.549962537201,106533.454392101,115562.4947132898,116052.59345696,124956.669749312,108292.326379584,104610.174758043,112716.18085411692,115185.42360237724,5360.002712006808,3,2006,1,42.6,22.4,0.0
2006-04,268208.30457,289970.2595,281046.41585,304865.97033,297626.30857,264167.93607,262850.98943,291960.8818933333,305122.28432916664,12033.899078894869,102956.84033807,99788.340411701,108245.7114253698,104943.036401782,93145.614258282,92562.9759277745,103663.63072504693,107765.67339682857,4272.7562069530295,77097.29259586,74724.621046198,81057.7641913404,80299.578052186,71272.509151686,71442.898927074,77626.55927779946,82035.87064775369,3199.5730870967086,109916.12656607,106533.454392101,115562.4947132898,112383.694116032,99749.812660032,98845.1145751515,110670.69189048692,115320.74028458439,4561.569784846221,4,2006,2,55.24,9.759999999999998,0.0
2006-05,287198.13403,268208.30457,289970.2595,281046.41585,274585.46698,273500.25066,279035.82591,279741.6599733333,305458.9817041667,10939.490916723751,95230.0406206242,102956.84033807,99788.340411701,96818.835657148,96436.18838271602,98262.46609420652,99325.07379013173,107939.37559369042,3884.175644892805,71311.2240190716,77097.29259586,74724.621046198,74083.158991204,73790.367628068,75841.937482338,74377.71255370986,82039.09688670251,2908.5918449387004,101667.0399303042,109916.12656607,106533.454392101,103683.472331648,103273.694649216,104931.4223334555,106038.87362949173,115480.50922377374,4146.723426893719,5,2006,2,62.26,2.740000000000002,0.0
2006-06,321839.88968,287198.13403,268208.30457,289970.2595,307342.67335,319380.92267,307772.35889,281792.2327,306600.471985,11845.399844922149,101972.5694686918,95230.0406206242,102956.84033807,108369.02662321,112613.713333442,108382.0361831135,100053.15014246201,108400.7406841884,4205.827668938832,76360.23987589641,71311.2240190716,77097.29259586,82921.05326983,86168.972936366,83652.52714630199,74922.918830276,82253.25290735486,3149.454910768074,108865.3246854118,101667.0399303042,109916.12656607,116052.59345696,120598.236400192,115737.79556058448,106816.163727262,115946.47839345672,4490.117265216565,6,2006,2,70.74,0.0,5.739999999999995
